iter	MultiClass
309	0.4814064593
310	0.4799639021
311	0.4785604422
312	0.4771466239
313	0.475851981
314	0.4744758998
315	0.4730652553
316	0.4715881696
317	0.4701583078
318	0.4687125419
319	0.4674014369
320	0.466060791
321	0.4647512905
322	0.4632993164
323	0.4619660645
324	0.4607057059
325	0.4593523996
326	0.4580868792
327	0.4567077985
328	0.4553686523
329	0.454073591
330	0.4527889927
331	0.4514344657
332	0.4501206403
333	0.4488204171
334	0.4475171247
335	0.4462474888
336	0.4450251465
337	0.4438389021
338	0.4425701381
339	0.4413033622
340	0.4400890416
341	0.4388965541
342	0.4376774902
343	0.4364341518
344	0.4351977888
345	0.4339988142
346	0.4328112444
347	0.4315641044
348	0.4303447266
349	0.4291314523
350	0.4280064523
351	0.4268502023
352	0.425679827
353	0.4245244141
354	0.4233681989
355	0.4222178083
356	0.4210235073
357	0.4197891671
358	0.4186692243
359	0.4175637207
360	0.4164417899
361	0.4152880859
362	0.4141407645
363	0.4130202288
364	0.4119495326
365	0.4107519182
366	0.409588065
367	0.4085413295
368	0.4073653041
369	0.4061943359
370	0.4051225237
371	0.4040871931
372	0.4029511719
373	0.4018369838
374	0.4007509068
375	0.3996454381
376	0.3985483747
377	0.3974632743
378	0.3963957171
379	0.3953816964
380	0.394296317
381	0.3932600446
382	0.392197161
383	0.3911390904
384	0.3900591867
385	0.3890719866
386	0.3880485142
387	0.3870237514
388	0.3859743304
389	0.3850078125
390	0.3840198451
391	0.3829573103
392	0.3819054129
393	0.380938058
394	0.3799569266
395	0.3789205148
396	0.3779265485
397	0.3769287458
398	0.3758939035
399	0.3748985073
400	0.3738552595
401	0.3728479004
402	0.371877546
403	0.3708864397
404	0.3698877302
405	0.3689251535
406	0.3679126674
407	0.3668964495
408	0.365916748
409	0.3649326172
410	0.3639717494
411	0.3630571638
412	0.3621202567
413	0.3611486816
414	0.3601470424
415	0.3592445243
416	0.3583402274
417	0.3573969029
418	0.356507115
419	0.3555435268
420	0.3546293597
421	0.3537323521
422	0.3528637347
423	0.351884382
424	0.3509785156
425	0.3500975865
426	0.3491646205
427	0.3482821219
428	0.3473896136
429	0.3465006627
430	0.3456028181
431	0.3447849121
432	0.343907959
433	0.342995466
434	0.3421714914
435	0.3412996303
436	0.3404272461
437	0.3395284598
438	0.3386451939
439	0.3377900042
440	0.3368867536
441	0.3360796596
442	0.3352246094
443	0.3343430525
444	0.3334911412
445	0.3326352888
446	0.3317944685
447	0.3309654367
448	0.3301062709
449	0.3292824707
450	0.3284805036
451	0.3275935407
452	0.326748291
453	0.3259754116
454	0.3251372768
455	0.3242683803
456	0.3234601004
457	0.3226365444
458	0.3219126674
459	0.3211226283
460	0.3202862026
461	0.3195416085
462	0.318788923
463	0.3180023368
464	0.317194894
465	0.3164388253
466	0.3156141532
467	0.3148239746
468	0.3140332031
469	0.3132923061
470	0.3125064872
471	0.3117304687
472	0.3109756208
473	0.3102225865
474	0.3094306989
475	0.3086590053
476	0.3078479004
477	0.3070800781
478	0.3063197545
479	0.3055865653
480	0.3048766044
481	0.3040820661
482	0.3033484235
483	0.3025946568
484	0.3018165109
485	0.3011417759
486	0.3003687221
487	0.2996486119
488	0.2989425921
489	0.2982335728
490	0.2974748884
491	0.2967316895
492	0.2960226353
493	0.2953400879
494	0.2946605399
495	0.2938976004
496	0.2931864188
497	0.2925506941
498	0.2918395124
499	0.2911590402
500	0.2904988491
501	0.289804548
502	0.2891159842
503	0.2883678327
504	0.2877045898
505	0.2869805211
506	0.2863255266
507	0.2856663644
508	0.2849854213
509	0.2842806745
510	0.2836015974
511	0.2829577985
512	0.2823112619
513	0.2816314348
514	0.2809439
515	0.2802880336
516	0.2795932617
517	0.2789172189
518	0.2783007464
519	0.2775961391
520	0.2769335066
521	0.2762862549
522	0.2756773682
523	0.275033517
524	0.2743954555
525	0.2737250453
526	0.2731407645
527	0.2725208915
528	0.271859654
529	0.2712523368
530	0.2706088344
531	0.2699545724
532	0.2693165109
533	0.2686927839
534	0.2681053641
535	0.2674740339
536	0.2668708845
537	0.2662829415
538	0.2656148682
539	0.2649369594
540	0.2643399309
541	0.2637493199
542	0.2631154088
543	0.2625223912
544	0.2619621582
545	0.2613312291
546	0.2606975795
547	0.2601171701
548	0.2594863456
549	0.2588944266
550	0.2583114886
551	0.2576753104
552	0.257053554
553	0.2564398193
554	0.2558408203
555	0.2552672294
556	0.2546896101
557	0.2541062884
558	0.2535406669
559	0.2529629081
560	0.2524293736
561	0.2518816092
562	0.2513552595
563	0.250815918
564	0.2502020787
565	0.2496162807
566	0.2490304478
567	0.2484500907
568	0.2479081857
569	0.247359096
570	0.2468339495
571	0.2462455357
572	0.2457180176
573	0.2451772635
574	0.2446188965
575	0.2440859026
576	0.2436016323
577	0.2430689348
578	0.2424981864
579	0.2419333496
580	0.2413820626
581	0.2408180106
582	0.2402713274
583	0.2397734898
584	0.2392413679
585	0.2386707415
586	0.2381671143
587	0.2376534075
588	0.237155814
589	0.2366565116
590	0.2361864711
591	0.2356718401
592	0.2351625453
593	0.2345850307
594	0.2340618373
595	0.2335201939
596	0.232999006
597	0.2325017439
598	0.231945452
599	0.2314391392
600	0.230908238
601	0.2303859166
602	0.2298738839
603	0.2293860735
604	0.2289192418
605	0.2284272287
606	0.2279760917
607	0.2274801025
608	0.2269999477
609	0.226519601
610	0.2260249547
611	0.2255543213
612	0.2250477121
613	0.2245552979
614	0.2240753174
615	0.2235846122
616	0.2230713065
617	0.2225656738
618	0.2221022252
619	0.2216065151
620	0.221115618
621	0.2206251744
622	0.2201386893
623	0.21965625
624	0.2191999512
625	0.2187326311
626	0.2182639335
627	0.2178148542
628	0.2173231201
629	0.2168426339
630	0.2163703788
631	0.2159103655
632	0.2154173235
633	0.2149284494
634	0.2144775739
635	0.2140076904
636	0.213586792
637	0.2130979527
638	0.2126246687
639	0.2121901332
640	0.211757516
641	0.2113436802
642	0.2108905552
643	0.2104548689
644	0.2100241176
645	0.2095887626
646	0.2091742815
647	0.2087345319
648	0.2082501918
649	0.2077578125
650	0.2073030134
651	0.2068545968
652	0.2064219796
653	0.2059880371
654	0.2055709403
655	0.2051258196
656	0.2046804897
657	0.2042903704
658	0.2038628278
659	0.2034368548
660	0.2030161482
661	0.2026350446
662	0.2022055664
663	0.2017935093
664	0.2013582938
665	0.2009531424
666	0.2005161482
667	0.200082659
668	0.1996680211
669	0.199269043
670	0.1988786621
671	0.1984603446
672	0.1980516357
673	0.1976309814
674	0.1972245047
675	0.196812064
676	0.1964076451
677	0.1959938267
678	0.1955989816
679	0.1951927141
680	0.1947865862
681	0.1944017857
682	0.194006522
683	0.1936242501
684	0.1932346191
685	0.1928787842
686	0.1924836251
687	0.1921259766
688	0.1917627825
689	0.1913794992
690	0.1910036621
691	0.1906330915
692	0.1902484305
693	0.1898735177
694	0.1894711914
695	0.1890825893
696	0.1887126465
697	0.1883743722
698	0.1880361328
699	0.1876584821
700	0.1872850865
701	0.1869001116
702	0.1865266985
703	0.1861312081
704	0.1857618059
705	0.1853891078
706	0.185037929
707	0.1846662598
708	0.1842780762
709	0.1839226249
710	0.1835597447
711	0.1832475586
712	0.182864903
713	0.1825203857
714	0.1821663295
715	0.1817995605
716	0.1814426793
717	0.1811016671
718	0.1807502267
719	0.1803769706
720	0.1800637207
721	0.1797415423
722	0.1794210379
723	0.1790943429
724	0.1787493722
725	0.1783814523
726	0.1780287388
727	0.1776963937
728	0.1773584682
729	0.1770112305
730	0.1766710903
731	0.1763321359
732	0.1760052665
733	0.1756868373
734	0.1753640137
735	0.1750607736
736	0.1747305385
737	0.1744000767
738	0.1740608433
739	0.1737217669
740	0.1733916364
741	0.1730297328
742	0.1727019217
743	0.1723694545
744	0.1720509556
745	0.1716961147
746	0.1713584856
747	0.1710439628
748	0.1707269113
749	0.1703941825
750	0.1700693708
751	0.1697498256
752	0.1694404994
753	0.1691268659
754	0.1688213937
755	0.1685058768
756	0.1682136056
757	0.1679009138
758	0.1675756836
759	0.1672562779
760	0.1669511719
761	0.1666380441
762	0.1663327288
763	0.1660558733
764	0.1657365897
765	0.1654252407
766	0.1651137172
767	0.164796875
768	0.1645049177
769	0.1641839774
770	0.1638989083
771	0.1635792411
772	0.1632751116
773	0.1629661691
774	0.1626653878
775	0.1623604388
776	0.1620652727
777	0.161762085
778	0.1614674072
779	0.1611716657
780	0.1608797084
781	0.1605854667
782	0.1602904925
783	0.15998509
784	0.159699707
785	0.1594100342
786	0.1591188093
787	0.1588413609
788	0.1585618025
789	0.1582824533
790	0.1579882115
791	0.1577041016
792	0.157432966
793	0.1571785017
794	0.1569076277
795	0.1566190534
796	0.1563581892
797	0.1560786482
798	0.1557995954
799	0.1555044294
800	0.1552320033
801	0.1549806606
802	0.1547081299
803	0.1544235317
804	0.1541442522
805	0.1538574393
806	0.1535626744
807	0.1532883475
808	0.1530280936
809	0.1527647879
810	0.1525141253
811	0.1522486747
812	0.151974156
813	0.1517075718
814	0.1514584612
815	0.1511816057
816	0.1508977923
817	0.150626273
818	0.150365618
819	0.1500941162
820	0.1497985142
821	0.1495513393
822	0.1492994385
823	0.149020595
824	0.1487667411
825	0.1485207171
826	0.148251273
827	0.1480070103
828	0.1477463553
829	0.1475130615
830	0.1472487444
831	0.1469927804
832	0.1467304339
833	0.1464661516
834	0.1462085135
835	0.1459725603
836	0.1457212786
837	0.1454610421
838	0.1452208165
839	0.1449814366
840	0.1447400426
841	0.144507115
842	0.1442709438
843	0.1440202462
844	0.143775007
845	0.1435301688
846	0.1432872053
847	0.1430506505
848	0.1428162144
849	0.1425743147
850	0.1423422939
851	0.1421098546
852	0.1418739362
853	0.1416312866
854	0.1413729248
855	0.1411241542
856	0.1408891689
857	0.1406569388
858	0.1404161377
859	0.140207755
860	0.1399818028
861	0.1397523978
862	0.1395354963
863	0.1393174874
864	0.1390900181
865	0.1388697684
866	0.1386182077
867	0.1383944092
868	0.138162929
869	0.1379401943
870	0.137718689
871	0.1374918562
872	0.137258449
873	0.1370213797
874	0.1367957415
875	0.1365799473
876	0.136359593
877	0.13614985
878	0.1359381975
879	0.1357290911
880	0.1355066005
881	0.1352841884
882	0.1350707223
883	0.1348449009
884	0.134628758
885	0.1344148036
886	0.1342089146
887	0.1339898246
888	0.1337746146
889	0.1335480347
890	0.1333279157
891	0.1331036115
892	0.13289311
893	0.1326712734
894	0.1324523054
895	0.1322441493
896	0.1320298723
897	0.1318253784
898	0.1316298915
899	0.1314128592
900	0.1312076678
901	0.1310091553
902	0.1307985404
903	0.1305760585
904	0.1303746774
905	0.1301643415
906	0.1299650181
907	0.1297552229
908	0.1295430123
909	0.1293481271
910	0.1291302229
911	0.1289307164
912	0.1287187849
913	0.1285219465
914	0.1283185948
915	0.1281205967
916	0.1279316406
917	0.1277310355
918	0.127543614
919	0.1273315168
920	0.1271264387
921	0.1269345529
922	0.1267302944
923	0.1265223214
924	0.12632421
925	0.1261194109
926	0.1259384853
927	0.1257358922
928	0.1255386614
929	0.1253615723
930	0.1251709943
931	0.124976641
932	0.1247783029
933	0.124578683
934	0.124401838
935	0.1242019741
936	0.1240148315
937	0.1238253959
938	0.1236318708
939	0.1234528721
940	0.1232573678
941	0.12307707
942	0.1228930054
943	0.1226843872
944	0.1225099749
945	0.1223356846
946	0.12214488
947	0.1219652536
948	0.1217758963
949	0.1215833391
950	0.1213929356
951	0.1212212612
952	0.1210275879
953	0.1208483625
954	0.1206677508
955	0.1204804339
956	0.1202976859
957	0.1201095145
958	0.1199271502
959	0.1197511945
960	0.1195696586
961	0.1193746251
962	0.1191953823
963	0.1190232282
964	0.118862017
965	0.1186845442
966	0.11850674
967	0.1183227539
968	0.1181406948
969	0.117963283
970	0.1177918701
971	0.1176216431
972	0.1174402117
973	0.1172674212
974	0.1171121303
975	0.1169563511
976	0.1167853219
977	0.1166128278
978	0.1164425921
979	0.1162761754
980	0.1161157837
981	0.1159563773
982	0.1157981306
983	0.115624224
984	0.1154492972
985	0.1152667934
986	0.1151005598
987	0.1149354422
988	0.1147753122
989	0.1146049805
990	0.1144346924
991	0.1142810146
992	0.11410832
993	0.1139321376
994	0.1137662877
995	0.1135940465
996	0.1134250314
997	0.1132561122
998	0.1130973772
999	0.1129360177
1000	0.1127737427
1001	0.1126050589
1002	0.1124434291
1003	0.1122869176
1004	0.1121354806
1005	0.111980896
1006	0.1118295027
1007	0.1116685529
1008	0.1114995553
1009	0.1113385097
1010	0.1111750227
1011	0.1110146397
1012	0.1108577619
1013	0.1107124285
1014	0.1105594657
1015	0.110412275
1016	0.1102631226
1017	0.1101125052
1018	0.1099713222
1019	0.1098094831
1020	0.1096614554
1021	0.1095034441
1022	0.1093561489
1023	0.109211234
1024	0.1090510603
1025	0.1088920201
1026	0.1087436262
1027	0.1085893032
1028	0.1084435163
1029	0.1082824533
1030	0.1081324899
1031	0.107984314
1032	0.1078374983
1033	0.1076935948
1034	0.107548427
1035	0.1073889596
1036	0.1072314976
1037	0.1070894165
1038	0.1069383022
1039	0.1067837524
1040	0.106650565
1041	0.1065009591
1042	0.1063516497
1043	0.106208374
1044	0.1060631801
1045	0.1059237932
1046	0.1057789917
1047	0.1056358381
1048	0.1054877755
1049	0.1053524257
1050	0.1052137102
1051	0.1050657087
1052	0.104924578
1053	0.1047783116
1054	0.1046310163
1055	0.1044987444
1056	0.1043553641
1057	0.1042105626
1058	0.1040733991
1059	0.1039312483
1060	0.1037864118
1061	0.1036500244
1062	0.1035217896
1063	0.1033815308
1064	0.103244036
1065	0.1031083025
1066	0.1029621408
1067	0.10283558
1068	0.1026911447
1069	0.1025480783
1070	0.1024078544
1071	0.1022612653
1072	0.1021204049
1073	0.1019787685
1074	0.101849435
1075	0.1017063163
1076	0.1015688302
1077	0.1014350499
1078	0.1012975028
1079	0.1011564593
1080	0.1010286342
1081	0.1008983503
1082	0.1007642561
1083	0.1006288975
1084	0.1004949602
1085	0.1003555647
1086	0.1002365984
1087	0.100099653
1088	0.09997257778
1089	0.09983526611
1090	0.09970423235
1091	0.09957718331
1092	0.09944770159
1093	0.09931401716
1094	0.09917592076
1095	0.09905359759
1096	0.09891476004
1097	0.09878363037
1098	0.09864704241
1099	0.09851904297
1100	0.09839925711
1101	0.09826572963
1102	0.09813452148
1103	0.09801304408
1104	0.09788426862
1105	0.09774808175
1106	0.09762665667
1107	0.09750454276
1108	0.09737193952
1109	0.09724675642
1110	0.09712265451
1111	0.09699373954
1112	0.09686666434
1113	0.09674159459
1114	0.09663257708
1115	0.09650598145
1116	0.09638591657
1117	0.09626047189
1118	0.09613571603
1119	0.09602103097
1120	0.09589485386
1121	0.09577507673
1122	0.0956650565
1123	0.09554748535
1124	0.09542465646
1125	0.09530915179
1126	0.09517089844
1127	0.09505050223
1128	0.09493364607
1129	0.0948043736
1130	0.09468694196
1131	0.09456205532
1132	0.09444200788
1133	0.0943195016
1134	0.09419146729
1135	0.09407730539
1136	0.09394992501
1137	0.09383965193
1138	0.09371343122
1139	0.09358855329
1140	0.09347634452
1141	0.09336263602
1142	0.0932535662
1143	0.09314185442
1144	0.09302720424
1145	0.09291217041
1146	0.09280041504
1147	0.09268717739
1148	0.09258005197
1149	0.09246767753
1150	0.09235850307
1151	0.09224537877
1152	0.09212794713
1153	0.09200973075
1154	0.09189913504
1155	0.09179132952
1156	0.09167583357
1157	0.09156291853
1158	0.091456107
1159	0.09134648786
1160	0.09123818534
1161	0.09112785121
1162	0.09101174491
1163	0.09090938895
1164	0.09079963902
1165	0.09068168422
1166	0.09057259696
1167	0.09045956857
1168	0.09034891183
1169	0.09022982352
1170	0.09011945452
1171	0.09001234654
1172	0.08989652797
1173	0.08978420585
1174	0.08967975725
1175	0.08957072231
1176	0.0894566912
1177	0.08934359305
1178	0.08923411342
1179	0.08912948172
1180	0.08901400321
1181	0.08890636335
1182	0.08879467773
1183	0.08868532889
1184	0.08857266671
1185	0.08846613421
1186	0.08835304478
1187	0.08824627686
1188	0.0881398577
1189	0.0880400565
1190	0.08793794468
1191	0.08783632987
1192	0.08773141915
1193	0.08762988281
1194	0.08752685547
1195	0.08742470878
1196	0.08730661447
1197	0.08720399693
1198	0.08709314837
1199	0.08698620605
1200	0.08688240269
1201	0.0867840489
1202	0.08667973982
1203	0.08658040074
1204	0.08648217773
1205	0.08637910679
1206	0.08626884242
1207	0.08616855294
1208	0.08605442592
1209	0.08595340402
1210	0.08584656634
1211	0.08574067034
1212	0.08565138463
1213	0.08555827985
1214	0.08545712716
1215	0.08535351563
1216	0.08525612967
1217	0.08516510882
1218	0.08506727818
1219	0.08496372768
1220	0.08486796352
1221	0.08476787458
1222	0.08466685268
1223	0.08456714739
1224	0.08446800886
1225	0.08436790248
1226	0.08427532959
1227	0.0841872297
1228	0.08408495222
1229	0.08399094936
1230	0.08389565604
1231	0.08380310059
1232	0.08371376256
1233	0.08361887905
1234	0.08352202497
1235	0.08342392404
1236	0.08332908412
1237	0.08323330253
1238	0.08314024135
1239	0.08304673549
1240	0.08294505092
1241	0.08285015869
1242	0.0827565046
1243	0.08265748814
1244	0.08255859375
1245	0.08246943011
1246	0.08237004743
1247	0.08227499826
1248	0.08217454311
1249	0.08207880511
1250	0.08198025077
1251	0.08188425991
1252	0.08178995187
1253	0.08169780622
1254	0.08160253906
1255	0.08150604248
1256	0.08140714809
1257	0.08131624058
1258	0.0812247576
1259	0.0811298305
1260	0.0810367606
1261	0.08094939314
1262	0.08086106655
1263	0.08077169364
1264	0.08068688965
1265	0.08059486607
1266	0.0805013079
1267	0.08041129848
1268	0.08031860352
1269	0.08023502023
1270	0.08015157645
1271	0.08006181117
1272	0.07997684152
1273	0.07988702393
1274	0.07979923793
1275	0.07970566232
1276	0.07961857387
1277	0.07952887835
1278	0.07943717739
1279	0.07935126604
1280	0.07926581682
1281	0.07917785645
1282	0.07909096854
1283	0.07899800328
1284	0.07890692139
1285	0.07881937953
1286	0.07872777448
1287	0.0786368321
1288	0.07855301339
1289	0.07847290911
1290	0.07839160156
1291	0.07830420794
1292	0.0782194737
1293	0.07813594273
1294	0.07805326625
1295	0.07796845354
1296	0.07788726807
1297	0.07780872454
1298	0.07772921317
1299	0.07764257813
1300	0.07755718994
1301	0.07746871512
1302	0.0773848441
1303	0.07729803467
1304	0.07721842739
1305	0.07713756452
1306	0.07705388532
1307	0.07696890695
1308	0.07688754708
1309	0.07680887277
1310	0.0767272862
1311	0.0766454119
1312	0.07656288365
1313	0.0764753418
1314	0.07639477539
1315	0.0763147147
1316	0.07623129708
1317	0.07614950997
1318	0.07606346784
1319	0.07598354667
1320	0.07590148054
1321	0.07582754953
1322	0.07574645996
1323	0.07566571917
1324	0.07558200509
1325	0.07550592913
1326	0.07542401995
1327	0.07533919852
1328	0.07525634766
1329	0.07517172677
1330	0.07509435163
1331	0.07501697649
1332	0.07493786621
1333	0.07485900879
1334	0.07477773612
1335	0.074699646
1336	0.07461679513
1337	0.0745392892
1338	0.07445731027
1339	0.0743832659
1340	0.07430608259
1341	0.07422759138
1342	0.0741499721
1343	0.07407155936
1344	0.07399284145
1345	0.07391667829
1346	0.07383151681
1347	0.07375254604
1348	0.07367487444
1349	0.07360218157
1350	0.07352477155
1351	0.07344727434
1352	0.07337032645
1353	0.07329402379
1354	0.07321905518
1355	0.07314881243
1356	0.0730763201
1357	0.07300299508
1358	0.07292904227
1359	0.07284941755
1360	0.07277042498
1361	0.07269951957
1362	0.07262843541
1363	0.07255536761
1364	0.07248064314
1365	0.07240089199
1366	0.0723223877
1367	0.07224710519
1368	0.07217082432
1369	0.07209229824
1370	0.07201915196
1371	0.07193876866
1372	0.07186618914
1373	0.07178850446
1374	0.07172000994
1375	0.07164472307
1376	0.07156881278
1377	0.0714954616
1378	0.07141851807
1379	0.07134478324
1380	0.07127254813
1381	0.07120603725
1382	0.07113206264
1383	0.07105312238
1384	0.07098264422
1385	0.0709097508
1386	0.07083965628
1387	0.07076651001
1388	0.07068721226
1389	0.07062092372
1390	0.07055149623
1391	0.07047741263
1392	0.07040708705
1393	0.07033111136
1394	0.07026388986
1395	0.07019667271
1396	0.07012732806
1397	0.0700537371
1398	0.06998436628
1399	0.06991179112
1400	0.06984139143
1401	0.06977174159
1402	0.06970225307
1403	0.06962836565
1404	0.06956260463
1405	0.06948893956
1406	0.06941787284
1407	0.0693495745
1408	0.0692762582
1409	0.06920296805
1410	0.0691367885
1411	0.06906714303
1412	0.06899849156
1413	0.06893228585
1414	0.06886684745
1415	0.06880728149
1416	0.06874318586
1417	0.0686728908
1418	0.06860273089
1419	0.06853662981
1420	0.06846795654
1421	0.06840178135
1422	0.06833172171
1423	0.0682648141
1424	0.06819364275
1425	0.06813187081
1426	0.06806324986
1427	0.06800234985
1428	0.06793653216
1429	0.06786550903
1430	0.06780075945
1431	0.06773279245
1432	0.06767020089
1433	0.06760693359
1434	0.06754377093
1435	0.06747811454
1436	0.06741070121
1437	0.06734776088
1438	0.06728643799
1439	0.06721849714
1440	0.06715657261
1441	0.06709019688
1442	0.06702945382
1443	0.06696338327
1444	0.0668941912
1445	0.06682696097
1446	0.06676325335
1447	0.0666917899
1448	0.0666292245
1449	0.06656601388
1450	0.06649717058
1451	0.06643522862
1452	0.06637255859
1453	0.06631301008
1454	0.06625001308
1455	0.06618560355
1456	0.06612396676
1457	0.06605672782
1458	0.06598700387
1459	0.06592082868
1460	0.06585786656
1461	0.06579207938
1462	0.06572947911
1463	0.06566690499
1464	0.06560141427
1465	0.0655408456
1466	0.06547937012
1467	0.06541549683
1468	0.06535792324
1469	0.06529445975
1470	0.06523560006
1471	0.06517008318
1472	0.06510061646
1473	0.0650393328
1474	0.06497539411
1475	0.06492086356
1476	0.06485628836
1477	0.06479564558
1478	0.0647315761
1479	0.06466895839
1480	0.06460465349
1481	0.0645418614
1482	0.06447946603
1483	0.0644194118
1484	0.06436221749
1485	0.06430691964
1486	0.06424651664
1487	0.0641867545
1488	0.06411970738
1489	0.0640596793
1490	0.0639956665
1491	0.06393632725
1492	0.06387687029
1493	0.0638182809
1494	0.06375646973
1495	0.06369505964
1496	0.0636325422
1497	0.06357057844
1498	0.06351441302
1499	0.0634599217
